publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Critical Criminology	1205-8629	1572-9877	01.09.1989	1	1	01.11.2012	20	4	http://link.springer.com/journal/10612		10612		fulltext		Springer Netherlands	Serial							
Crystallography Reports	1063-7745	1562-689X	01.01.2005	50	1	01.12.2012	57	7	http://link.springer.com/journal/11445		11445		fulltext		Pleiades Publishing	Serial							
Cultural Studies of Science Education	1871-1502	1871-1510	01.01.2006	1	1	01.12.2012	7	4	http://link.springer.com/journal/11422		11422		fulltext		Springer Netherlands	Serial							
Culture, Medicine, and Psychiatry	0165-005X	1573-076X	01.04.1977	1	1	01.12.2012	36	4	http://link.springer.com/journal/11013		11013		fulltext		Springer US	Serial							
Current Diabetes Reports	1534-4827	1539-0829	01.01.2005	5	1	01.12.2012	12	6	http://link.springer.com/journal/11892		11892		fulltext		Springer US	Serial							
Current Genetics	0172-8083	1432-0983	01.12.1979	1	1	01.12.2012	58	5	http://link.springer.com/journal/294		294		fulltext		Springer Berlin Heidelberg	Serial							
Current HIV/AIDS Reports	1548-3568	1548-3576	01.03.2005	2	1	01.12.2012	9	4	http://link.springer.com/journal/11904		11904		fulltext		Springer US	Serial							
Current Infectious Disease Reports	1523-3847	1534-3146	01.02.2005	7	1	01.12.2012	14	6	http://link.springer.com/journal/11908		11908		fulltext		Springer US	Serial							
Current Microbiology	0343-8651	1432-0991	01.01.1978	1	1	01.12.2012	65	6	http://link.springer.com/journal/284		284		fulltext		Springer US	Serial							
Current Neurology and Neuroscience Reports	1528-4042	1534-6293	01.01.2005	5	1	19.12.2012	13	1	http://link.springer.com/journal/11910		11910		fulltext		Springer US	Serial							
Current Psychological Reviews	0144-3895		01.01.1981	1	1	31.12.1982	2	4	http://link.springer.com/journal/12391		12391		fulltext		Springer-Verlag	Serial							
Current Psychology	1046-1310	1936-4733	01.01.1981	1	1	01.12.2012	31	4	http://link.springer.com/journal/12144		12144		fulltext		Springer US	Serial							
Current Treatment Options in Neurology	1092-8480	1534-3138	01.01.2005	7	1	01.12.2012	14	6	http://link.springer.com/journal/11940		11940		fulltext		Springer US	Serial							
Current Treatment Options in Oncology	1527-2729	1534-6277	01.01.2005	6	1	01.12.2012	13	4	http://link.springer.com/journal/11864		11864		fulltext		Springer US	Serial							
Cybernetics and Systems Analysis	1060-0396	1573-8337	01.01.1965	1	1	01.11.2012	48	6	http://link.springer.com/journal/10559		10559		fulltext		Springer US	Serial							
Cytotechnology	0920-9069	1573-0778	01.10.1987	1	1	01.12.2012	64	6	http://link.springer.com/journal/10616		10616		fulltext		Springer Netherlands	Serial							
Czechoslovak Journal of Physics	0011-4626	1572-9486	01.01.1952	1	1	31.12.1996		12	http://link.springer.com/journal/10582		10582		fulltext		Kluwer Academic Publishers-Consultants Bureau	Serial							
Czechoslovak Mathematical Journal	0011-4642	1572-9141	01.03.2005	55	1	01.12.2012	62	4	http://link.springer.com/journal/10587		10587		fulltext		Springer Berlin Heidelberg	Serial							
Dairy Science & Technology	1958-5586	1958-5594	01.01.2008	88	1	01.11.2011	91	6	http://link.springer.com/journal/13594		13594		fulltext		Springer Paris	Serial							
Dao	1540-3009	1569-7274	01.06.2005	4	2	01.12.2012	11	4	http://link.springer.com/journal/11712		11712		fulltext		Springer Netherlands	Serial							
Data Mining and Knowledge Discovery	1384-5810	1573-756X	01.01.2005	10	1	01.11.2012	25	3	http://link.springer.com/journal/10618		10618		fulltext		Springer US	Serial							
Datenbank-Spektrum	1618-2162	1610-1995	01.06.2010	10	1	01.11.2012	12	3	http://link.springer.com/journal/13222		13222		fulltext		Springer Berlin Heidelberg	Serial							
Datenschutz und Datensicherheit - DuD	1614-0702	1862-2607	01.01.2006	30	1	01.12.2012	36	12	http://link.springer.com/journal/11623		11623		fulltext		Springer Fachmedien Wiesbaden	Serial							
De Economist	0013-063X	1572-9982	1852-12-01	1	1	01.12.2012	160	4	http://link.springer.com/journal/10645		10645		fulltext		Springer US	Serial							
Decisions in Economics and Finance	1593-8883	1129-6569	01.03.1978	1	1	01.11.2012	35	2	http://link.springer.com/journal/10203		10203		fulltext		Springer Milan	Serial							
Demography	0070-3370	1533-7790	01.03.1964	1	1	01.11.2012	49	4	http://link.springer.com/journal/13524		13524		fulltext		Springer US	Serial							
Der Anaesthesist	0003-2417	1432-055X	01.01.2005	54	1	01.12.2012	61	12	http://link.springer.com/journal/101		101		fulltext		Springer Medizin	Serial							
Der Chirurg	0009-4722	1433-0385	01.01.2005	76	1	01.12.2012	83	12	http://link.springer.com/journal/104		104		fulltext		Springer Medizin	Serial							
Der Diabetologe	1860-9716	1860-9724	01.08.2005	1	1	01.12.2012	8	8	http://link.springer.com/journal/11428		11428		fulltext		Springer Medizin	Serial							
Der Gastroenterologe	1861-9681	1861-969X	01.02.2006	1	1	01.11.2012	7	6	http://link.springer.com/journal/11377		11377		fulltext		Springer Medizin	Serial							
Der Gynäkologe	0017-5994	1433-0393	01.01.2005	38	1	01.12.2012	45	12	http://link.springer.com/journal/129		129		fulltext		Springer Medizin	Serial							
Der Hautarzt	0017-8470	1432-1173	01.01.2005	56	1	01.12.2012	63	12	http://link.springer.com/journal/105		105		fulltext		Springer Medizin	Serial							
Der Internist	0020-9554	1432-1289	01.01.2005	46	1	01.12.2012	53	12	http://link.springer.com/journal/108		108		fulltext		Springer Medizin	Serial							
Der MKG-Chirurg	1865-9659	1865-9667	01.05.2008	1	1	01.11.2012	5	4	http://link.springer.com/journal/12285		12285		fulltext		Springer Medizin	Serial							
Der Nephrologe	1862-040X	1862-0418	01.03.2006	1	1	01.11.2012	7	6	http://link.springer.com/journal/11560		11560		fulltext		Springer Medizin	Serial							
Der Nervenarzt	0028-2804	1433-0407	01.01.2005	76	1	01.12.2012	83	12	http://link.springer.com/journal/115		115		fulltext		Springer Medizin	Serial							
Der Onkologe	0947-8965	1433-0415	01.01.2005	11	1	01.12.2012	18	12	http://link.springer.com/journal/761		761		fulltext		Springer Medizin	Serial							
Der Ophthalmologe	0941-293X	1433-0423	01.01.2005	102	1	01.12.2012	109	12	http://link.springer.com/journal/347		347		fulltext		Springer Medizin	Serial							
Der Orthopäde	0085-4530	1433-0431	01.01.2005	34	1	01.12.2012	41	12	http://link.springer.com/journal/132		132		fulltext		Springer Medizin	Serial							
Der Pathologe	0172-8113	1432-1963	01.02.2005	26	1	01.11.2012	33	2	http://link.springer.com/journal/292		292		fulltext		Springer Medizin	Serial							
Der Pneumologe	1613-5636	1613-6055	01.01.2005	2	1	01.11.2012	9	6	http://link.springer.com/journal/10405		10405		fulltext		Springer Medizin	Serial							
Der Radiologe	0033-832X	1432-2102	01.01.2005	45	1	01.12.2012	52	12	http://link.springer.com/journal/117		117		fulltext		Springer Medizin	Serial							
Der Schmerz	0932-433X	1432-2129	01.02.2005	19	1	01.12.2012	26	6	http://link.springer.com/journal/482		482		fulltext		Springer Medizin	Serial							
Der Unfallchirurg	0177-5537	1433-044X	01.01.2005	108	1	01.12.2012	115	12	http://link.springer.com/journal/113		113		fulltext		Springer Medizin	Serial							
Der Urologe	0340-2592	1433-0563	01.01.2005	44	1	01.12.2012	51	12	http://link.springer.com/journal/120		120		fulltext		Springer Medizin	Serial							
Design Automation for Embedded Systems	0929-5585	1572-8080	01.01.1996	1	1	01.11.2012	16	4	http://link.springer.com/journal/10617		10617		fulltext		Springer US	Serial							
Designs, Codes and Cryptography	0925-1022	1573-7586	01.05.1991	1	1	01.12.2012	65	3	http://link.springer.com/journal/10623		10623		fulltext		Springer US	Serial							
Development Genes and Evolution	0949-944X	1432-041X	1894-10-01	1	1	01.11.2012	222	6	http://link.springer.com/journal/427		427		fulltext		Springer Berlin Heidelberg	Serial							
Diabetologia	0012-186X	1432-0428	01.08.1965	1	1	01.12.2012	55	12	http://link.springer.com/journal/125		125		fulltext		Springer Berlin Heidelberg	Serial							
Dialectical Anthropology	0304-4092	1573-0786	01.01.1975	1	1	01.12.2012	36	3	http://link.springer.com/journal/10624		10624		fulltext		Springer Netherlands	Serial							
Digestive Diseases and Sciences	0163-2116	1573-2568	01.01.1956	1	1	01.12.2012	57	12	http://link.springer.com/journal/10620		10620		fulltext		Springer US	Serial							
Discrete & Computational Geometry	0179-5376	1432-0444	01.03.1986	1	1	01.12.2012	48	4	http://link.springer.com/journal/454		454		fulltext		Springer US	Serial							
Discrete Event Dynamic Systems	0924-6703	1573-7594	01.05.1991	1	1	01.12.2012	22	4	http://link.springer.com/journal/10626		10626		fulltext		Springer US	Serial							
Distributed Computing	0178-2770	1432-0452	01.03.1986	1	1	01.12.2012	25	6	http://link.springer.com/journal/446		446		fulltext		Springer Berlin Heidelberg	Serial							
Distributed and Parallel Databases	0926-8782	1573-7578	01.01.1993	1	1	01.10.2012	30	5	http://link.springer.com/journal/10619		10619		fulltext		Springer US	Serial							
Documenta Ophthalmologica	0012-4486	1573-2622	01.01.1938	1	1	01.12.2012	125	3	http://link.springer.com/journal/10633		10633		fulltext		Springer Berlin Heidelberg	Serial							
Doklady Chemistry	0012-5008	1608-3113	01.01.2005	400	1	01.12.2012	447	2	http://link.springer.com/journal/10631		10631		fulltext		Pleiades Publishing	Serial							
Doklady Earth Sciences	1028-334X	1531-8354	01.01.2006	406	1	01.12.2012	447	2	http://link.springer.com/journal/11471		11471		fulltext		Pleiades Publishing	Serial							
Doklady Mathematics	1064-5624	1531-8362	01.01.2006	73	1	01.11.2012	86	3	http://link.springer.com/journal/11472		11472		fulltext		Pleiades Publishing	Serial							
Doklady Physics	1028-3358	1562-6903	01.01.2005	50	1	01.12.2012	57	12	http://link.springer.com/journal/11446		11446		fulltext		Pleiades Publishing	Serial							
Drug Delivery and Translational Research	2190-393X	2190-3948	01.02.2011	1	1	01.12.2012	2	6	http://link.springer.com/journal/13346		13346		fulltext		Springer US	Serial							
Dublin Journal of Medical Science (1836-1845)	0790-231X		1836-01-01	9	1	1845-12-31	28	2	http://link.springer.com/journal/12627		12627		fulltext		Springer London	Serial							
Dublin Journal of Medical Science (1872-1920)		0790-231X	1872-01-01	53	1	01.02.1920	149	2	http://link.springer.com/journal/40772		40772		fulltext		Springer London	Serial							
Dublin Journal of Medical Science (1920-1922)		0790-231X	01.03.1920	1	1	01.02.1922	3	2	http://link.springer.com/journal/40773		40773		fulltext		Springer London	Serial							
Dublin Quarterly Journal of Medical Science	0790-2328		1846-01-01	1	1	1871-12-31	52	2	http://link.springer.com/journal/12628		12628		fulltext		Springer London	Serial							
Dynamics and Control	0925-4668	1573-8450	01.01.1991	1	1	31.12.1996		4	http://link.springer.com/journal/10638		10638		fulltext		Kluwer Academic Publishers	Serial							
Dysphagia	0179-051X	1432-0460	01.03.1986	1	1	01.12.2012	27	4	http://link.springer.com/journal/455		455		fulltext		Springer US	Serial							
ERA Forum	1612-3093	1863-9038	01.01.2005	6	1	01.11.2012	13	3	http://link.springer.com/journal/12027		12027		fulltext		Springer Berlin Heidelberg	Serial							
Early Childhood Education Journal	1082-3301	1573-1707	01.09.1973	1	1	01.12.2012	40	6	http://link.springer.com/journal/10643		10643		fulltext		Springer Netherlands	Serial							
Earth, Moon, and Planets	0167-9295	1573-0794	01.11.1969	1	1	01.12.2012	109	1	http://link.springer.com/journal/11038		11038		fulltext		Springer Netherlands	Serial							
East Asia	1096-6838	1874-6284	01.03.2005	22	1	01.12.2012	29	4	http://link.springer.com/journal/12140		12140		fulltext		Springer Netherlands	Serial							
EcoHealth	1612-9202	1612-9210	18.02.2005	2	1	01.12.2012	9	4	http://link.springer.com/journal/10393		10393		fulltext		Springer US	Serial							
Ecological Research	0912-3814	1440-1703	01.04.1986	1	1	01.11.2012	27	6	http://link.springer.com/journal/11284		11284		fulltext		Springer Japan	Serial							
Economic Botany	0013-0001	1874-9364	01.01.1947	1	1	01.12.2012	66	4	http://link.springer.com/journal/12231		12231		fulltext		Springer US	Serial							
Economic Bulletin	0343-754X	1438-261X	01.01.1974	11	1	31.12.1996		12	http://link.springer.com/journal/10160		10160		fulltext		Springer-Verlag	Serial							
Economic Change and Restructuring	1573-9414	1574-0277	01.03.1961	1	1	01.11.2012	45	4	http://link.springer.com/journal/10644		10644		fulltext		Springer US	Serial							
Economic Theory	0938-2259	1432-0479	01.03.1991	1	1	01.11.2012	51	3	http://link.springer.com/journal/199		199		fulltext		Springer Berlin Heidelberg	Serial							
Economics of Governance	1435-6104	1435-8131	01.03.2005	6	1	01.12.2012	13	4	http://link.springer.com/journal/10101		10101		fulltext		Springer Berlin Heidelberg	Serial							
Ecosystems	1432-9840	1435-0629	01.02.2005	8	1	01.12.2012	15	8	http://link.springer.com/journal/10021		10021		fulltext		Springer US	Serial							
Ecotoxicology	0963-9292	1573-3017	01.09.1992	1	1	01.11.2012	21	8	http://link.springer.com/journal/10646		10646		fulltext		Springer US	Serial							
Education and Information Technologies	1360-2357	1573-7608	01.03.1996	1	1	01.12.2012	17	4	http://link.springer.com/journal/10639		10639		fulltext		Springer US	Serial							
Educational Assessment, Evaluation and Accountability	1874-8597	1874-8600	01.03.1987	1	1	01.12.2003	17	4	http://link.springer.com/journal/11092		11092		fulltext		Springer Netherlands	Serial							
Educational Psychology Review	1040-726X	1573-336X	01.03.1989	1	1	01.12.2012	24	4	http://link.springer.com/journal/10648		10648		fulltext		Springer US	Serial							
Educational Research for Policy and Practice	1570-2081	1573-1723	01.04.2005	4	1	01.10.2012	11	3	http://link.springer.com/journal/10671		10671		fulltext		Springer Netherlands	Serial							
Educational Studies in Mathematics	0013-1954	1573-0816	01.05.1968	1	1	01.11.2012	81	3	http://link.springer.com/journal/10649		10649		fulltext		Springer Netherlands	Serial							
Educational Technology Research and Development	1042-1629	1556-6501	01.03.1953	1	2	01.12.2012	60	6	http://link.springer.com/journal/11423		11423		fulltext		Springer US	Serial							
Electrical Engineering	0948-7921	1432-0487	01.01.1912	1	1	01.12.2012	94	4	http://link.springer.com/journal/202		202		fulltext		Springer Berlin Heidelberg	Serial							
Electronic Commerce Research	1389-5753	1572-9362	01.01.2005	5	1	01.11.2012	12	4	http://link.springer.com/journal/10660		10660		fulltext		Springer US	Serial							
Electronic Markets	1019-6781	1422-8890	01.03.2009	19	1	01.12.2012	22	4	http://link.springer.com/journal/12525		12525		fulltext		Springer Berlin Heidelberg	Serial							
Emergency Radiology	1070-3004	1438-1435	01.01.1994	1	1	01.12.2012	19	6	http://link.springer.com/journal/10140		10140		fulltext		Springer Berlin Heidelberg	Serial							
Empirica	0340-8744	1573-6911	01.03.1974	1	1	01.11.2012	39	4	http://link.springer.com/journal/10663		10663		fulltext		Springer US	Serial							
Empirical Economics	0377-7332	1435-8921	01.03.1976	1	1	01.12.2012	43	3	http://link.springer.com/journal/181		181		fulltext		Springer Berlin Heidelberg	Serial							
Empirical Software Engineering	1382-3256	1573-7616	01.01.1996	1	2	01.12.2012	17	6	http://link.springer.com/journal/10664		10664		fulltext		Springer US	Serial							
Employee Responsibilities and Rights Journal	0892-7545	1573-3378	01.03.1988	1	1	01.12.2012	24	4	http://link.springer.com/journal/10672		10672		fulltext		Springer US	Serial							
Endocrine	1355-008X	1559-0100	01.01.1995	3	1	01.12.2012	42	3	http://link.springer.com/journal/12020		12020		fulltext		Springer US	Serial							
Endocrine Pathology	1046-3976	1559-0097	01.03.1990	1	1	01.12.2012	23	4	http://link.springer.com/journal/12022		12022		fulltext		Springer US	Serial							
Energy Efficiency	1570-646X	1570-6478	01.02.2008	1	1	01.11.2012	5	4	http://link.springer.com/journal/12053		12053		fulltext		Springer Netherlands	Serial							
Engineering with Computers	0177-0667	1435-5663	01.03.1985	1	1	01.10.2012	28	4	http://link.springer.com/journal/366		366		fulltext		Springer London	Serial							
Entomological Review	0013-8738	1555-6689	01.01.2006	86	1	01.12.2012	92	9	http://link.springer.com/journal/11474		11474		fulltext		Pleiades Publishing	Serial							
Environment Systems and Decisions	2194-5403	2194-5411	01.03.1981	1	1	01.12.2012	32	4	http://link.springer.com/journal/10669		10669		fulltext		Springer US	Serial							
Environmental Biology of Fishes	0378-1909	1573-5133	01.08.1976	1	1	01.12.2012	95	4	http://link.springer.com/journal/10641		10641		fulltext		Springer Netherlands	Serial							
Environmental Chemistry Letters	1610-3653	1610-3661	01.04.2005	2	4	01.12.2012	10	4	http://link.springer.com/journal/10311		10311		fulltext		Springer International Publishing	Serial							
Environmental Earth Sciences	1866-6280	1866-6299	23.01.2009	59	2	01.12.2012	67	8	http://link.springer.com/journal/12665		12665		fulltext		Springer Berlin Heidelberg	Serial							
Environmental Economics and Policy Studies	1432-847X	1867-383X	01.03.2005	7	1	01.10.2012	14	4	http://link.springer.com/journal/10018		10018		fulltext		Springer Japan	Serial							
Environmental Fluid Mechanics	1567-7419	1573-1510	01.01.2005	4	4	01.12.2012	12	6	http://link.springer.com/journal/10652		10652		fulltext		Springer Netherlands	Serial							
Environmental Geochemistry and Health	0269-4042	1573-2983	01.04.1979	1	1	01.12.2012	34	6	http://link.springer.com/journal/10653		10653		fulltext		Springer Netherlands	Serial							
Environmental Geology	0943-0105	1432-0495	01.01.1975	1	1	31.12.1996		8	http://link.springer.com/journal/254		254		fulltext		Springer Berlin Heidelberg	Serial							
Environmental Health and Preventive Medicine	1342-078X	1347-4715	01.01.2005	10	1	01.11.2011	16	6	http://link.springer.com/journal/12199		12199		fulltext		BioMed Central	Serial							
Environmental Management	0364-152X	1432-1009	01.01.1977	1	1	01.12.2012	50	6	http://link.springer.com/journal/267		267		fulltext		Springer US	Serial							
Environmental Modeling & Assessment	1420-2026	1573-2967	01.03.1996	1	1	01.12.2012	17	6	http://link.springer.com/journal/10666		10666		fulltext		Springer International Publishing	Serial							
Environmental Monitoring and Assessment	0167-6369	1573-2959	01.03.1981	1	1	01.12.2012	184	12	http://link.springer.com/journal/10661		10661		fulltext		Springer International Publishing	Serial							
Environmental Science and Pollution Research	0944-1344	1614-7499	01.01.1994	1	1	01.11.2012	19	9	http://link.springer.com/journal/11356		11356		fulltext		Springer Berlin Heidelberg	Serial							
Environmental and Ecological Statistics	1352-8505	1573-3009	01.03.1994	1	1	01.12.2012	19	4	http://link.springer.com/journal/10651		10651		fulltext		Springer US	Serial							
Environmental and Resource Economics	0924-6460	1573-1502	01.03.1991	1	1	01.12.2012	53	4	http://link.springer.com/journal/10640		10640		fulltext		Springer Netherlands	Serial							
Erkenntnis	0165-0106	1572-8420	01.12.1930	1	1	01.11.2012	77	3	http://link.springer.com/journal/10670		10670		fulltext		Springer Netherlands	Serial							
Erwerbs-Obstbau	0014-0309	1439-0302	01.01.2005	47	1	01.12.2012	54	4	http://link.springer.com/journal/10341		10341		fulltext		Springer Berlin Heidelberg	Serial							
Esophagus	1612-9059	1612-9067	01.03.2005	2	1	01.12.2012	9	4	http://link.springer.com/journal/10388		10388		fulltext		Springer Japan	Serial							
Estuaries and Coasts	1559-2723	1559-2731	01.03.1978	1	1	01.12.2004	27	6	http://link.springer.com/journal/12237		12237		fulltext		Springer US	Serial							
